Stav,Pavilon,Místnost,IČ,Inv. číslo,Název,Seznam,,Cena,Datum pořízení,IČ1,IČ2,Podtyp,Poznámka,SN,Typ,VYRAD,Změna,_source_2024,_source_2025
OK,2,25,S,S-4846,PC,TRUE,,16 334.00,29.03.2019,S,4846,Veriton,,,PC-Acer Veriton S2710G,,,True,True
,2,02,S,"4852
","MONITOR
",,,,,,,K222HQL,,,Acer,,,True,
OK,2,28,S,S-5568,PC,TRUE,,16 637.50,29.12.2021,S,5568,,,,PC HP ProDesk 405G6 SFF,,,True,True
,2,02,S,5188,KAMERA,,,,,,,,,,POWERTON,,,True,
,2,02,UP,3525,NTB,,,,,,,,,,Acer TravelMate 5735,,,True,
,2,02,S,S-4845,PC,TRUE,,16 333.00,29.03.2019,S,4845,Veriton,,,PC-Acer Veriton S2710G,,,True,True
,2,03,S,S-4412,MONITOR,TRUE,,2 990.00,23.09.2015,S,4412,KA210HQ,,,monitor KA210HQbd,,,True,True
,2,04,S,4412/2,MONITOR,,,,,,,,,,PHILIPS 170S,,,True,
,2,04,S,S-3898,PC,TRUE,,18 120.00,31.08.2012,S,3898,,,,PC-počítač Lynx MS PowerMedia,,,True,True
,2,04,S,S-3127,REPRO,TRUE,,497.50,19.12.2008,S,3127,,,,repro bedničky 2.0,,,True,True
,2,04,S,4276,TISKARNA,,,,,,,L300,,,EPSON,,,True,
OK,1,23,S,S-4885,MONITOR,TRUE,,4 608.00,31.10.2019,S,4885,,,,"Monitor ACER 21.5""",,,True,True
,2,05,S,S-4889,PROJEKTOR,TRUE,,18 567.00,31.10.2019,S,4889,,,,Projektor Acer 3D/1280x800,,,True,True
OK,1,33,S,S-4808,REPRO,TRUE,,1 499.00,26.11.2018,S,4808,,,,repro bedničky Genius SP-HF dřevěné,,,True,True
,2,06,S,S-4731,MONITOR,TRUE,,2 490.00,22.12.2017,S,4731,,,,monitor LCD K222 HQLbd LED,,,True,True
,2,24,S,4728/1,PC,,,,,,,,,,HP COMPAQ 8200 ELITE SFF,,,True,
OK,2,07,S,S-2878,MONITOR,TRUE,,5 000.00,21.12.2007,S,2878,,,,"monitor 19"" LCD BENQ FP 95G",,,True,True
,2,07,S,S-4416,MONITOR,TRUE,,2 990.00,23.09.2015,S,4416,,,,monitor KA210HQbd,,,True,True
,2,07,S,S-4620,NOTEBO,TRUE,,29 420.00,16.11.2016,S,4620,17,,,PC-ProBook HP 470 G4,,,True,True
,2,07,S,4650,PC,,,,,,,Dell,,,Dell Optiplex 790,,,True,
OK,2,07,S,S-4974,PC,TRUE,,15 990.00,20.12.2019,S,4974,Veriton,,,PC Acer Veriton ES2735G,,,True,True
OK,2,23,S,S-4732,MONITOR,TRUE,,2 490.00,22.12.2017,S,4732,,,,monitor LCD K222Lbd LED,,,True,True
OK,2,23,S,S-4975,PC,TRUE,,15 990.00,20.12.2019,S,4975,VERITON,,,PC Acer Veriton ES2735G,,,True,True
,2,22,S,S-3680,REPRO,TRUE,,3 150.00,10.11.2011,S,3680,,,,bedničky repro RS-215R,,,True,True
OK,2,24,S,S-2964,MONITOR,TRUE,,6 069.00,28.12.2007,S,2964,,,,monitor,,,True,True
,1,27,UP,4843,PC,,,,,,,,,,Acer,,,True,
,2,23,S,S-4353,PROJEKTOR,TRUE,,14 520.00,21.07.2015,S,4353,M311X,,,projektor,,,True,True
,2,24,S,4769,MONITOR,,,,,,,,,,HP ZR22w,,,True,
,2,24,S,4728/2,PC,,,,,,,,,,HP COMPAQ 8200 ELITE SFF,,,True,
,2,24,S,S-4788,REPRO,TRUE,,1 499.00,26.11.2018,S,4788,,,,repro bedničky Genius SP-HF dřevěné,,,True,True
,2,24,S,5230,SLUCHATKA,,,,,,,,,,COBRA E-BLUE,,,True,
OK,2,25,S,S-4849,MONITOR,TRUE,,2 350.00,29.03.2019,S,4849,K222HQL,,,"monitor-Acer LCD, LED 55cm",,,True,True
,2,25,S,S-3900,PROJEKTOR,TRUE,,18 900.00,31.08.2012,S,3900,EB-W12,,,projektor Epson EB-W12,,,True,True
OK,2,26,S,S-4581,MONITOR,TRUE,,2 510.00,31.08.2016,S,4581,,,,monitor AOC MT LCD,,,True,True
,2,26,UP,3525 (8),NOTEBO,,,,,,,TRAVELMATE 5735,,,ACER,,,True,
OK,1,25,S,S-4591,PC,TRUE,,10 677.00,31.08.2016,S,4591,,,,PC ProDesk 400G3,,,True,True
,2,30,S,2809,TISKARNA,,,,,,,LBP3000,,,CANON,,,True,
,2,31,S,S-2812,MONITOR,TRUE,,5 790.00,30.11.2007,S,2812,,,,"monitor 19"" TFT ACER AL1917FSD",,,True,True
,2,31,S,4762,PC,,,,,,,,,,HP EliteDesk 800 G1 SFF,,,True,
,2,31,S,4770,PROJEKTOR,,,,,,,,,,VIVITEK,,,True,
,2,31,S,4786,REPRO,,,,,,,,,,,,,True,
OK,2,32,S,5193,KAMERA,,,,,,,,,,,,,True,
,2,32,S,5385,MIKROFON,,,,,,,,,,RADIUM 100,,,True,
,2,32,S,3070/2,MONITOR,,,,,,,,,,ASUS VB191T,,,True,
OK,1,25,S,S-4031,PC,TRUE,,13 310.00,02.07.2013,S,4031,,,,PC-počítač LENOVO TC EDGE,,,True,True
,2,32,S,S-4028,PROJEKTOR,TRUE,,18 150.00,02.07.2013,S,4028,EB-X14,,,projektor Epson EB-X,,,True,True
,2,33,S,5277,MIKROFON,,,,,,,,,,RADIUM 100,,,True,
,2,33,S,3461/2,MONITOR,,,,,,,,,,ACER V193,,,True,
,2,33,S,4630,PC,,,,,,,Dell,,,DELL OPTIPLEX 7010,,UP,True,
,2,33,S,3674,PROJEKTOR,,,,,,,EB-W12,,,EPSON,,,True,
OK,2,33,S,S-4812,REPRO,TRUE,,1 499.00,26.11.2018,S,4812,,,,repro bedničky Genius SP-HF dřevěné,,,True,True
,3,4,S,S-4971,MONITOR,TRUE,,2 541.00,20.12.2019,S,4971,KA220HQ,,,"LCD 22"" Acer KA220HQ",,,True,True
,3,4,S,S-4592,PC,TRUE,,10 677.00,31.08.2016,S,4592, PRODESK 400 G3,,,PC ProDesk 400G3,,,True,True
,3,7,S,4382,TISKARNA,,,,,,,,,,Samsung,,,True,
OK,3,20,S,S-5904,PC,TRUE,,21 046.74,30.12.2022,S,5904,405 G8,,,PC HP ProDesk/405 G8,,,True,True
,3,21,S,3461,TISKARNA,,,,,,,LBP3010,,,Canon,,,True,
,3,24,UP,UP-5746,PC,TRUE,,46 012.66,08.12.2021,UP,5746,GTX785,,,Desktop žákovský,,,True,True
OK,3,26,Š,S-4856,PC,TRUE,,15 200.00,29.03.2019,S,4856,Veriton,,,PC-Acer Veriton E2710G,,,True,True
,3,25,S,4730/1,PC,,,,,,,,,,HP COMPAQ 8200 ELITE,,,True,
,3,26,S,S-5320,CHROMEBO,TRUE,,15 990.00,22.12.2020,S,5320,,,,Chromebook Acer,,,True,True
,3,26,S,S-5900,SWITCH,TRUE,,39 864.66,30.12.2022,S,5900,6100,,,Switch,,,True,True
,3,27,S,S-5087,CHROMEBO,TRUE,,14 790.00,17.09.2020,S,5087,,,,PO Acer Chromebook,,,True,True
,3,27,S,4639,KAMERA,,,,,,,,,,CANON LEGRIA HFR77,,,True,
,3,27,S,S-4817,NTB,TRUE,,26 990.00,17.12.2018,S,4817,,,,PC notebook Acer TravelMate,,,True,True
,3,27,S,5916,NTB,,,,,,,Vero N20C5,,,Acer TravelMate,,,True,
,3,27,S,5918,NTB,,,,,,,Vero N20C5,,,Acer TravelMate,,,True,
,3,27,S,5919,NTB,,,,,,,Vero N20C5,,,Acer TravelMate,,,True,
,3,27,S,5920,NTB,,,,,,,Vero N20C5,,,Acer TravelMate,,,True,
OK,1,27,S,S-5310,CHROMEBO,TRUE,,15 990.00,22.12.2020,S,5310,,,,Chromebook Acer 1,,,True,True
,3,29,S,S-5118,NTB,TRUE,,27 642.45,23.10.2020,S,5118,SWIFT 3,,,Acer Swift 3 ProBook,,,True,True
,3,29,S,S-4774,NTB,TRUE,,20 141.00,10.09.2018,S,4774,PROBO 450 G5,,,PC-Probook HP,,,True,True
OK,1,25,Š,S-4648,PC,TRUE,,5 980.00,13.06.2017,S,4648,,,,PC-Opteplex,,,True,True
OK,3,32,S,S-4973,PC,TRUE,,15 990.00,20.12.2019,S,4973,,,,PC Acer Veriton ES2735G,,,True,True
OK,2,05,S,S-4970,MONITOR,TRUE,,2 541.00,20.12.2019,S,4970,K222HQL,,,"LCD 22"" Acer KA220HQ",,,True,True
,3,02,S,S-4336,NTB,TRUE,,14 216.00,03.06.2015,S,4336,,,,PC-notebook Fujitsu 15.6,,,True,True
OK,2,05,S,S-4968,PC,TRUE,,15 990.00,20.12.2019,S,4968,Veriton,,,PC Acer Veriton ES2735G,,,True,True
,3,02,S,5083,REPRO,,,,,,,,,,,,,True,
,3,03,S,S-4969,MONITOR,TRUE,,2 541.00,20.12.2019,S,4969,KA220HQ,,,"LCD 22"" Acer KA220HQ",,,True,True
,3,03,S,S-4844,PC,TRUE,,16 333.00,29.03.2019,S,4844,VERITON,,,PC-Acer Veriton S2710G,,,True,True
,3,03,S,S-3676,PROJEKTOR,TRUE,,26 250.00,16.11.2011,S,3676,EB-W10,,,projektor-Epson EB,,,True,True
OK,1,25,S,S-2811,MONITOR,TRUE,,5 790.00,30.11.2007,S,2811,4/3,,,"monitor 19"" TFT ACER AL1917FSD",,,True,True
,3,04,S,S-5114,NOTEBO,TRUE,,30 343.17,23.10.2020,S,5114,SWIFT 3,,,HP ProBook 435 G7,,,True,True
,P,21,S,S-4775,PC,TRUE,,7 690.00,13.09.2018,S,4775,,,,PC sestava elite desk 800,,,True,True
,3,05,S,5186,KAMERA,,,,,,,,,,POWERTON,,,True,
OK,3,29,S,3069,MONITOR,,,,,,,,,,ASUS,,,True,
,3,05,S,4624,PC,,,,,,,,,,HP 280 G2 SFF,,,True,
,3,05,S,3529,PROJEKTOR,,,,,,,CERNY,,,ACER,,,True,
,3,05,S,4600,REPRO,,,,,,,,,,GENIUS sp hf-1800A,,,True,
,3,06,S,S-4582,MONITOR,TRUE,,2 510.00,31.08.2016,S,4582,E2270SWDN,,,monitor AOC MT LCD,,,True,True
OK,3,06,UP,UP-4781,PC,TRUE,,7 690.00,13.09.2018,UP,4781,,,,PC sestava elite desk 800,,UP,True,True
,3,06,S,S-4352,PROJEKTOR,TRUE,,14 520.00,21.07.2015,S,4352,M311X,,,projektor,,,True,True
,3,07,S,S-5112,CHROMEBO,TRUE,,30 343.17,23.10.2020,S,5112,,,,HP ProBook 435 G7,,,True,True
OK,3,07,S,S-4254,MONITOR,TRUE,,3 750.00,29.08.2014,S,4254,,,,"monitor LED 22"" PHILIPS",,?,True,True
,3,07,S,S-4858,NTB,TRUE,,20 900.00,29.03.2019,S,4858,EX2540-39CZ,,,PC-notebook Acer Extensa 15,,,True,True
OK,3,07,S,S-4855,PC,TRUE,,15 200.00,29.03.2019,S,4855,Veriton,,,PC-Acer Veriton E2710G,,,True,True
OK,3,07,S,S-3677,REPRO,TRUE,,3 150.00,10.11.2011,S,3677,,,,bedničky repro RS-215R,,,True,True
,3,20,S,S-4482,MONITOR,TRUE,,3 850.00,27.11.2015,S,4482,,,,"monitor LED ASUS 21,5""",,,True,True
OK,2,21,S,S-4484,PC,TRUE,,10 560.00,27.11.2015,S,4484,,,,PC Lenovo Edge,,,True,True
,3,20,S,S-3128,REPRO,TRUE,,497.50,19.12.2008,S,3128,,,,repro bedničky 2.0,,,True,True
,3,20,S,5036,TISKARNA,,,,,,,WF/6590,,,EPSON,,,True,
,3,21,S,S-4787,NOTEBO,TRUE,,13 990.00,27.09.2018,S,4787,N16C1,,,PC-notebook Acer Extensa,,,True,True
,3,21,S,5105,TISKARNA,,,,,,,,,,SHARP MX-M266Nv,,,True,
,3,22,UP,4580,MONITOR,,,,,,,E2270SWDN,,,AOC,,,True,
,3,25,UP,4730/2,PC,,,,,,,,,,HP COMPAQ 8200 ELITE,,,True,
,3,22,UP,UP-4777,PROJEKTOR,TRUE,,21 412.00,30.08.2018,UP,4777,,,,plátno Rollo Standart,,,True,True
OK,3,22,S,S-4814,REPRO,TRUE,,1 499.00,26.11.2018,S,4814,,,,repro bedničky Genius SP-HF dřevěné,,,True,True
,3,23,S,4675,DRZAK,,,,,,,,,,CONSOLE K PROJEKTORU,,,True,
,3,23,UP,2877,MONITOR,,,,,,,,,,BENQ,,,True,
,3,23,UP,UP-4627,PC,TRUE,,5 980.00,13.06.2017,UP,4627,Dell,,,PC-Dell Opteplex,,,True,True
,3,23,S,S-4674,PROJEKTOR,TRUE,,11 488.00,14.07.2017,S,4674,,,,projektor Acer X125H,,,True,True
,3,23,S,S-4695,REPRO,TRUE,,1 680.00,16.10.2017,S,4695,,,,repro bedničky dřevěné,,,True,True
OK,3,26,S,S-4578,MONITOR,TRUE,,2 510.00,31.08.2016,S,4578,E2270SWDN,,,monitor AOC MT LCD,,,True,True
,3,25,S/UP,3378/2,MONITOR,,,,,,,,,,SAMSUNG 923NW,,,True,
OK,1,25,S,S-4335,PC,TRUE,,11 499.00,25.06.2015,S,4335,,,,PC-LYNX Easy,,,True,True
,3,26,S,S-4649,MONITOR,TRUE,,3 023.00,29.05.2017,S,4649,,,,monitor Philips,,,True,True
,3,26,S,S-4647,PC,TRUE,,11 898.00,29.05.2017,S,4647,,,,PC-Intel HD (Win10ProCZ),,,True,True
OK,3,27,S,S-3903,MONITOR,TRUE,,2 376.00,31.08.2012,S,3903,L-20T-3,,,"monitor LED 20""",,,True,True
,3,29,S,3736,NTB,,,,,,,BIC50,,,ACER,,,True,
OK,1,25,S,S-4483,PC,TRUE,,10 560.00,27.11.2015,S,4483,,,,PC Lenovo Edge,,,True,True
,3,29,S,S-2881,MONITOR,TRUE,,5 000.00,21.12.2007,S,2881,,,,"monitor 19"" LCD BENQ FP 95G",,,True,True
OK,3,31,S,S-4886,MONITOR,TRUE,,4 608.00,31.10.2019,S,4886,,,,"Monitor ACER 21.5""",,,True,True
OK,1,22,S,S-4898,PC,TRUE,,15 555.00,31.10.2019,S,4898,,,,PC HP EliteDesk 800G2,,,True,True
,3,31,S,S-4811,REPRO,TRUE,,1 499.00,26.11.2018,S,4811,,,,repro bedničky Genius SP-HF dřevěné,,,True,True
OK,3,32,S,S-4887,MONITOR,TRUE,,4 608.00,31.10.2019,S,4887,,,,"Monitor ACER 21.5""",,,True,True
OK,3,32,S,S-4815,REPRO,TRUE,,1 499.00,26.11.2018,S,4815,,,,repro bedničky Genius SP-HF dřevěné,,,True,True
OK,3,33,S,S-4888,MONITOR,TRUE,,4 608.00,31.10.2019,S,4888,,,,"Monitor ACER 21.5""",,,True,True
OK,2,06,S,S-4882,PC,TRUE,,15 554.00,31.10.2019,S,4882,,,,PC HP EliteDesk 800G2,,,True,True
OK,3,33,S,S-4601,REPRO,TRUE,,1 650.00,09.09.2016,S,4601,,,,bedničky repro Genius SP-HF,,?,True,True
,3,33,S,5199,SLUCHATKA,,,,,,,,,,COBRA H,,,True,
,P,19,S,4032,TISKARNA,,,,,,,,,,Epson,,CIAH,True,
OK,1,25,UP,UP-5747,PC,TRUE,,46 012.66,08.12.2021,UP,5747,GTX786,,,Desktop žákovský,,,True,True
,P,2,S,S-4577,TV,TRUE,,16 643.00,31.08.2016,S,4577,,,,monitor Samsung LFD,,,True,True
,P,26,S,3126,PC,,,,,,,,,,PC Lynx MS,,,True,
,P,19,S,S-5034,NTB,TRUE,,16 290.00,14.04.2020,S,5034,,,,Notebook Acer TM P215-51-31wp,,,True,True
,P,21,S,S-4575,TV,TRUE,,16 643.00,31.08.2016,S,4575,,,,monitor Samsung LFD,,,True,True
,P,26,S,5067,TISKARNA,,,,,,,M1120,,,Epson,,,True,
,P,02,S,3252/2,MONITOR,,,,,,,,,,Asus,,,True,
,P,02,S,4629,PC,,,,,,,DELL,,,DELL Optiplex 790,,,True,
,P,03,S,S-2880,MONITOR,TRUE,,5 000.00,21.12.2007,S,2880,,,,"monitor 19"" LCD BENQ FP 95G",,,True,True
,P,03,S,MESTO,NTB,,,,,,,,,,Lenovo,,,True,
,P,03,S,4628/1,pc,,,,,,,,,,HP 280G2 (Dell Optiplex ?),,,True,
,P,19,S,S-3928,MONITOR,TRUE,,0.00,30.11.2012,S,3928,,,,monitor,,jidelna,True,True
,P,19,S,S-223,REPRO,TRUE,,0.00,28.12.2004,S,223,,,,bedničky repro,,,True,True
,P,21,UP,3363,MONITOR,,,,,,,,,,"monitor Samsung 19""",,,True,
,P,26,S,S-4776,PC,TRUE,,7 690.00,13.09.2018,S,4776,,,,PC sestava elite desk 800,,,True,True
,P,21,S,4002,repro,,,,,,,,,,Genius,,,True,
,P,26,S,S-3634,MONITOR,TRUE,,9 000.00,24.11.2011,S,3634,,,,monitor LCD Acer H274HL,,,True,True
,2,23,S,S-4596,PC,TRUE,,528.00,31.08.2016,S,4596,,,,TP-Link TL-WN722,,,True,True
,P,27,S,3792/2,MONITOR,,,,,,,,,,Asus,,,True,
,P,27,UP,UP-4763,PC,TRUE,,7 390.00,27.08.2018,UP,4763,,,,PC sestava elite desk 800,,,True,True
OK,1,23,S,S-4408,MONITOR,TRUE,,2 990.00,22.09.2015,S,4408,KA210HQ,,,monitor KA210HQbd,,,True,True
,TV,17,S,4765,PC,,,,,,,,,,HP Elite Desk 800 G1 SFF,,,True,
,TV,17,S,4075,TISKARNA,,,,,,,,,,tiskárna Samsung SL-M2070FW,,,True,
,U,,UP,UP-5919,NTB,TRUE,,22 736.00,01.07.2022,UP,5919,,,,Notebook Acer TravelMate Vero,,,True,True
,U,,UP,UP-5920,NTB,TRUE,,22 736.00,01.07.2022,UP,5920,,,,Notebook Acer TravelMate Vero,,,True,True
,Z,,S,5211,SLUCHATKA,,,,,,,,,,,,,True,
OK,1,27,S,S-6069,NTB,TRUE,,15 990.00,29.12.2023,S,6069,,,,Notebook Acer Swift 3,,,True,True
,1,27,UP,UP-6326,NTB,TRUE,,21 605.76,14.06.2024,UP,6326,455 G10,,,HP ProBook 455 G10: 9X1U0ES,,,True,True
,1,27,UP,UP-6327,NTB,TRUE,,21 605.76,14.06.2024,UP,6327,455 G10,,,HP ProBook 455 G10: 9X1U0ES,,,True,True
,1,27,UP,UP-6328,NTB,TRUE,,21 605.76,14.06.2024,UP,6328,455 G10,,,HP ProBook 455 G10: 9X1U0ES,,,True,True
,1,27,UP,UP-6329,NTB,TRUE,,21 605.76,14.06.2024,UP,6329,455 G10,,,HP ProBook 455 G10: 9X1U0ES,,,True,True
,1,27,UP,UP-6330,NTB,TRUE,,21 605.76,14.06.2024,UP,6330,455 G10,,,HP ProBook 455 G10: 9X1U0ES,,,True,True
OK,1,23,UP,UP-6331,NTB,TRUE,,21 605.76,14.06.2024,UP,6331,455 G10,,,HP ProBook 455 G10: 9X1U0ES,,,True,True
,1,27,UP,UP-6332,NTB,TRUE,,21 605.76,14.06.2024,UP,6332,455 G10,,,HP ProBook 455 G10: 9X1U0ES,,,True,True
,1,27,UP,UP-6333,NTB,TRUE,,21 605.76,14.06.2024,UP,6333,455 G10,,,HP ProBook 455 G10: 9X1U0ES,,,True,True
,1,27,UP,UP-6334,NTB,TRUE,,21 605.76,14.06.2024,UP,6334,455 G10,,,HP ProBook 455 G10: 9X1U0ES,,,True,True
,1,27,UP,UP-6335,NTB,TRUE,,21 605.76,14.06.2024,UP,6335,455 G10,,,HP ProBook 455 G10: 9X1U0ES,,,True,True
RWS,1,27,UP,UP-6336,NTB,TRUE,,21 605.76,14.06.2024,UP,6336,455 G10,,,HP ProBook 455 G10: 9X1UQES,,,True,True
,,,S,S-5959,Repro,TRUE,,2 150.00,22.05.2023,S,5959,,,,Repro bedny Genius dřevěné 50W,,,True,True
,,,S,S-5115,NTB,TRUE,,30 343.17,23.10.2020,S,5115,X360 435 G7,,,HP ProBook 435 G7,,,True,True
,,,UP,UP-5963,tablet,TRUE,,10 273.00,25.10.2022,UP,5963,,,,Tablet Apple iPad,A,,True,True
,,,,S-5483,,TRUE,,84 745.50,08.12.2021,S,5483,,,,Antivirový systém,,,,True
,,,,S-5468,,TRUE,,29 070.86,08.12.2021,S,5468,,,,APC UPS pro servery 1,,,,True
,,,,S-5469,,TRUE,,29 070.86,08.12.2021,S,5469,,,,APC UPS pro servery 2,,,,True
,,,,S-5867,,TRUE,,11 979.00,01.11.2022,S,5867,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5868,,TRUE,,11 979.00,01.11.2022,S,5868,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5869,,TRUE,,11 979.00,01.11.2022,S,5869,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5870,,TRUE,,11 979.00,01.11.2022,S,5870,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5871,,TRUE,,11 979.00,01.11.2022,S,5871,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5872,,TRUE,,11 979.00,01.11.2022,S,5872,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5873,,TRUE,,11 979.00,01.11.2022,S,5873,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5874,,TRUE,,11 979.00,01.11.2022,S,5874,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5875,,TRUE,,11 979.00,01.11.2022,S,5875,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5876,,TRUE,,11 979.00,01.11.2022,S,5876,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5877,,TRUE,,11 979.00,01.11.2022,S,5877,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5878,,TRUE,,11 979.00,01.11.2022,S,5878,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5879,,TRUE,,11 979.00,01.11.2022,S,5879,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5880,,TRUE,,11 979.00,01.11.2022,S,5880,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5881,,TRUE,,11 979.00,01.11.2022,S,5881,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5882,,TRUE,,11 979.00,01.11.2022,S,5882,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5883,,TRUE,,11 979.00,01.11.2022,S,5883,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5884,,TRUE,,11 979.00,01.11.2022,S,5884,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5885,,TRUE,,11 979.00,01.11.2022,S,5885,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5886,,TRUE,,11 979.00,01.11.2022,S,5886,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5887,,TRUE,,11 979.00,01.11.2022,S,5887,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5888,,TRUE,,11 979.00,01.11.2022,S,5888,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5889,,TRUE,,11 979.00,01.11.2022,S,5889,,,,Apple iPad 2019-Space Gray,,,,True
,,,,S-5890,,TRUE,,11 979.00,01.11.2022,S,5890,,,,Apple iPad 2019-Space Gray,,,,True
,,,,UP-6118,,TRUE,,11 990.00,04.09.2023,UP,6118,,,,Apple iPad/MK2K3FD/A,,,,True
,,,,UP-6119,,TRUE,,11 990.00,04.09.2023,UP,6119,,,,Apple iPad/MK2K3FD/A,,,,True
,,,,UP-6120,,TRUE,,11 990.00,04.09.2023,UP,6120,,,,Apple iPad/MK2K3FD/A,,,,True
,,,,UP-6121,,TRUE,,11 990.00,04.09.2023,UP,6121,,,,Apple iPad/MK2K3FD/A,,,,True
,,,,UP-6158,,TRUE,,14 734.00,20.11.2023,UP,6158,,,,"Apple iPadOS16/Silve - 10,9""",,,,True
,,,,S-5891,,TRUE,,5 847.00,01.11.2022,S,5891,,,,Apple TV 32GB-MR912CS/A,,,,True
,,,,S-2196,,TRUE,,190.00,18.02.2004,S,2196,,,,bedničky repro A4 tech (souprava),,,,True
,,,,S-3997,,TRUE,,750.00,19.12.2012,S,3997,,,,bedničky Repro Genius,,,,True
,,,,S-4176,,TRUE,,270.00,10.04.2014,S,4176,,,,bedničky repro Genius,,,,True
,,,,S-3687,,TRUE,,1 050.00,24.11.2011,S,3687,,,,bedničky repro Redstar,,,,True
,,,,S-4001,,TRUE,,750.00,19.12.2012,S,4001,,,,bedničky-Repro Genius,,,,True
,,,,S-4818,,TRUE,,747.00,17.12.2018,S,4818,,,,brašna k notebooku,,,,True
,,,,S-3463,,TRUE,,1 690.00,15.12.2010,S,3463,,,,brašna na notebook,,,,True
,,,,UP-6764,,TRUE,,19 948.06,12.05.2025,UP,6764,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6765,,TRUE,,19 948.06,12.05.2025,UP,6765,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6766,,TRUE,,19 948.06,12.05.2025,UP,6766,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6767,,TRUE,,19 948.06,12.05.2025,UP,6767,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6768,,TRUE,,19 948.06,12.05.2025,UP,6768,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6769,,TRUE,,19 948.06,12.05.2025,UP,6769,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6770,,TRUE,,19 948.06,12.05.2025,UP,6770,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6771,,TRUE,,19 948.06,12.05.2025,UP,6771,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6772,,TRUE,,19 948.06,12.05.2025,UP,6772,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6773,,TRUE,,19 948.06,12.05.2025,UP,6773,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6774,,TRUE,,19 948.06,12.05.2025,UP,6774,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6775,,TRUE,,19 948.06,12.05.2025,UP,6775,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6776,,TRUE,,19 948.06,12.05.2025,UP,6776,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6777,,TRUE,,19 948.06,12.05.2025,UP,6777,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6778,,TRUE,,19 948.06,12.05.2025,UP,6778,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6779,,TRUE,,19 948.06,12.05.2025,UP,6779,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6780,,TRUE,,19 948.06,12.05.2025,UP,6780,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6781,,TRUE,,19 948.06,12.05.2025,UP,6781,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6782,,TRUE,,19 948.06,12.05.2025,UP,6782,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6783,,TRUE,,19 948.06,12.05.2025,UP,6783,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6784,,TRUE,,19 948.06,12.05.2025,UP,6784,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6785,,TRUE,,19 948.06,12.05.2025,UP,6785,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6786,,TRUE,,19 948.06,12.05.2025,UP,6786,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6787,,TRUE,,19 948.06,12.05.2025,UP,6787,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6788,,TRUE,,19 948.06,12.05.2025,UP,6788,,,,Brýle pro virtuální realitu,,,,True
,,,,UP-6641,,TRUE,,34 303.50,03.02.2025,UP,6641,,,,Dataprojektor - Chemie,,,,True
,,,,UP-6736,,TRUE,,21 049.20,11.03.2025,UP,6736,,,,Dataprojektor Acer X1529HK,,,,True
,,,,UP-6640,,TRUE,,43 299.85,03.02.2025,UP,6640,,,,Dataprojektor EPSON EB-L520U,,,,True
